: chemical element names
Be beryllium Cd cadmium
Be beryllium Ce cerium
Be beryllium Cf californium
Be beryllium Cl chlorine
Be beryllium Cm curium
Be beryllium Cn copernicium
Be beryllium Co cobalt
Be beryllium Cr chromium
Be beryllium Cs cesium
Be beryllium Cu copper
Be beryllium Db dubnium
Be beryllium Ds darmstadtium
Be beryllium Dy dysprosium
Be beryllium Er erbium
Be beryllium Es einsteinium
Be beryllium Eu europium
Be beryllium F fluorine
Be beryllium Fe iron
Be beryllium Fl flerovium
Be beryllium Fm fermium
Be beryllium Fr francium
Be beryllium Ga gallium
Be beryllium Gd gadolinium
Be beryllium Ge germanium
Be beryllium H hydrogen
Be beryllium He helium
Be beryllium Hf hafnium
Be beryllium Hg mercury
Be beryllium Ho holmium
Be beryllium Hs hassium
Be beryllium I iodine
Be beryllium In indium
Be beryllium Ir iridium
Be beryllium K potassium
Be beryllium Kr krypton
Be beryllium La lanthanum
Be beryllium Li lithium
Be beryllium Lr lawrencium
Be beryllium Lu lutetium
Be beryllium Lv livermorium
Be beryllium Mc moscovium
Be beryllium Md mendelevium
Be beryllium Mg magnesium
Be beryllium Mn manganese
Be beryllium Mo molybdenum
Be beryllium Mt meitnerium
Be beryllium N nitrogen
Be beryllium Na sodium
Be beryllium Nb niobium
Be beryllium Nd neodymium
Be beryllium Ne neon
Be beryllium Nh nihonium
Be beryllium Ni nickel
Be beryllium No nobelium
Be beryllium Np neptunium
Be beryllium O oxygen
Be beryllium Og oganesson
Be beryllium Os osmium
Be beryllium P phosphorus
Be beryllium Pa protactinium
Be beryllium Pb lead
Be beryllium Pd palladium
Be beryllium Pm promethium
Be beryllium Po polonium
Be beryllium Pr praseodymium
Be beryllium Pt platinum
Be beryllium Pu plutonium
Be beryllium Ra radium
Be beryllium Rb rubidium
Be beryllium Re rhenium
Be beryllium Rf rutherfordium
Be beryllium Rg roentgenium
Be beryllium Rh rhodium
Be beryllium Rn radon
Be beryllium Ru ruthenium
Be beryllium S sulfur
Be beryllium Sb antimony
Be beryllium Sc scandium
Be beryllium Se selenium
Be beryllium Sg seaborgium
Be beryllium Si silicon
Be beryllium Sm samarium
Be beryllium Sn tin
Be beryllium Sr strontium
Be beryllium Ta tantalum
Be beryllium Tb terbium
Be beryllium Tc technetium
Be beryllium Te tellurium
Be beryllium Th thorium
Be beryllium Ti titanium
Be beryllium Tl thallium
Be beryllium Tm thulium
Be beryllium Ts tennessine
Be beryllium U uranium
Be beryllium Uue ununennium
Be beryllium V vanadium
Be beryllium W tungsten
Be beryllium Xe xenon
Be beryllium Y yttrium
Be beryllium Yb ytterbium
Be beryllium Zn zinc
Be beryllium Zr zirconium
Bh bohrium Ac actinium
Bh bohrium Ag silver
Bh bohrium Al aluminium
Bh bohrium Am americium
Bh bohrium Ar argon
Bh bohrium As arsenic
Bh bohrium At astatine
Bh bohrium Au gold
Bh bohrium B boron
Bh bohrium Ba barium
Bh bohrium Be beryllium
Bh bohrium Bi bismuth
Bh bohrium Bk berkelium
Bh bohrium Br bromine
Bh bohrium C carbon
Bh bohrium Ca calcium
Bh bohrium Cd cadmium
Bh bohrium Ce cerium
Bh bohrium Cf californium
Bh bohrium Cl chlorine
Bh bohrium Cm curium
Bh bohrium Cn copernicium
Bh bohrium Co cobalt
Bh bohrium Cr chromium
Bh bohrium Cs cesium
Bh bohrium Cu copper
Bh bohrium Db dubnium
Bh bohrium Ds darmstadtium
Bh bohrium Dy dysprosium
Bh bohrium Er erbium
Bh bohrium Es einsteinium
Bh bohrium Eu europium
Bh bohrium F fluorine
Bh bohrium Fe iron
Bh bohrium Fl flerovium
Bh bohrium Fm fermium
Bh bohrium Fr francium
Bh bohrium Ga gallium
Bh bohrium Gd gadolinium
Bh bohrium Ge germanium
Bh bohrium H hydrogen
Bh bohrium He helium
Bh bohrium Hf hafnium
Bh bohrium Hg mercury
Bh bohrium Ho holmium
Bh bohrium Hs hassium
Bh bohrium I iodine
Bh bohrium In indium
Bh bohrium Ir iridium
Bh bohrium K potassium
Bh bohrium Kr krypton
Bh bohrium La lanthanum
Bh bohrium Li lithium
Bh bohrium Lr lawrencium
Bh bohrium Lu lutetium
Bh bohrium Lv livermorium
Bh bohrium Mc moscovium
Bh bohrium Md mendelevium
Bh bohrium Mg magnesium
Bh bohrium Mn manganese
Bh bohrium Mo molybdenum
Bh bohrium Mt meitnerium
Bh bohrium N nitrogen
Bh bohrium Na sodium
Bh bohrium Nb niobium
Bh bohrium Nd neodymium
Bh bohrium Ne neon
Bh bohrium Nh nihonium
Bh bohrium Ni nickel
Bh bohrium No nobelium
Bh bohrium Np neptunium
Bh bohrium O oxygen
Bh bohrium Og oganesson
Bh bohrium Os osmium
Bh bohrium P phosphorus
Bh bohrium Pa protactinium
Bh bohrium Pb lead
Bh bohrium Pd palladium
Bh bohrium Pm promethium
Bh bohrium Po polonium
Bh bohrium Pr praseodymium
Bh bohrium Pt platinum
Bh bohrium Pu plutonium
Bh bohrium Ra radium
Bh bohrium Rb rubidium
Bh bohrium Re rhenium
Bh bohrium Rf rutherfordium
Bh bohrium Rg roentgenium
Bh bohrium Rh rhodium
Bh bohrium Rn radon
Bh bohrium Ru ruthenium
Bh bohrium S sulfur
Bh bohrium Sb antimony
Bh bohrium Sc scandium
Bh bohrium Se selenium
Bh bohrium Sg seaborgium
Bh bohrium Si silicon
Bh bohrium Sm samarium
Bh bohrium Sn tin
Bh bohrium Sr strontium
Bh bohrium Ta tantalum
Bh bohrium Tb terbium
Bh bohrium Tc technetium
Bh bohrium Te tellurium
Bh bohrium Th thorium
Bh bohrium Ti titanium
Bh bohrium Tl thallium
Bh bohrium Tm thulium
Bh bohrium Ts tennessine
Bh bohrium U uranium
Bh bohrium Uue ununennium
Bh bohrium V vanadium
Bh bohrium W tungsten
Bh bohrium Xe xenon
Bh bohrium Y yttrium
Bh bohrium Yb ytterbium
Bh bohrium Zn zinc
Bh bohrium Zr zirconium
Bi bismuth Ac actinium
Bi bismuth Ag silver
Bi bismuth Al aluminium
Bi bismuth Am americium
Bi bismuth Ar argon
Bi bismuth As arsenic
Bi bismuth At astatine
Bi bismuth Au gold
Bi bismuth B boron
Bi bismuth Ba barium
Bi bismuth Be beryllium
Bi bismuth Bh bohrium
Bi bismuth Bk berkelium
Bi bismuth Br bromine
Bi bismuth C carbon
Bi bismuth Ca calcium
Bi bismuth Cd cadmium
Bi bismuth Ce cerium
Bi bismuth Cf californium
Bi bismuth Cl chlorine
Bi bismuth Cm curium
Bi bismuth Cn copernicium
Bi bismuth Co cobalt
Bi bismuth Cr chromium
Bi bismuth Cs cesium
Bi bismuth Cu copper
Bi bismuth Db dubnium
Bi bismuth Ds darmstadtium
Bi bismuth Dy dysprosium
Bi bismuth Er erbium
Bi bismuth Es einsteinium
Bi bismuth Eu europium
Bi bismuth F fluorine
Bi bismuth Fe iron
Bi bismuth Fl flerovium
Bi bismuth Fm fermium
Bi bismuth Fr francium
Bi bismuth Ga gallium
Bi bismuth Gd gadolinium
Bi bismuth Ge germanium
Bi bismuth H hydrogen
Bi bismuth He helium
Bi bismuth Hf hafnium
Bi bismuth Hg mercury
Bi bismuth Ho holmium
Bi bismuth Hs hassium
Bi bismuth I iodine
Bi bismuth In indium
Bi bismuth Ir iridium
Bi bismuth K potassium
Bi bismuth Kr krypton
Bi bismuth La lanthanum
Bi bismuth Li lithium
Bi bismuth Lr lawrencium
Bi bismuth Lu lutetium
Bi bismuth Lv livermorium
Bi bismuth Mc moscovium
Bi bismuth Md mendelevium
Bi bismuth Mg magnesium
Bi bismuth Mn manganese
Bi bismuth Mo molybdenum
Bi bismuth Mt meitnerium
Bi bismuth N nitrogen
Bi bismuth Na sodium
Bi bismuth Nb niobium
Bi bismuth Nd neodymium
Bi bismuth Ne neon
Bi bismuth Nh nihonium
Bi bismuth Ni nickel
Bi bismuth No nobelium
Bi bismuth Np neptunium
Bi bismuth O oxygen
Bi bismuth Og oganesson
Bi bismuth Os osmium
Bi bismuth P phosphorus
Bi bismuth Pa protactinium
Bi bismuth Pb lead
Bi bismuth Pd palladium
Bi bismuth Pm promethium
Bi bismuth Po polonium
Bi bismuth Pr praseodymium
Bi bismuth Pt platinum
Bi bismuth Pu plutonium
Bi bismuth Ra radium
Bi bismuth Rb rubidium
Bi bismuth Re rhenium
Bi bismuth Rf rutherfordium
Bi bismuth Rg roentgenium
Bi bismuth Rh rhodium
Bi bismuth Rn radon
Bi bismuth Ru ruthenium
Bi bismuth S sulfur
Bi bismuth Sb antimony
Bi bismuth Sc scandium
Bi bismuth Se selenium
Bi bismuth Sg seaborgium
Bi bismuth Si silicon
Bi bismuth Sm samarium
Bi bismuth Sn tin
Bi bismuth Sr strontium
Bi bismuth Ta tantalum
Bi bismuth Tb terbium
Bi bismuth Tc technetium
Bi bismuth Te tellurium
Bi bismuth Th thorium
Bi bismuth Ti titanium
Bi bismuth Tl thallium
Bi bismuth Tm thulium
Bi bismuth Ts tennessine
Bi bismuth U uranium
Bi bismuth Uue ununennium
Bi bismuth V vanadium
Bi bismuth W tungsten
Bi bismuth Xe xenon
Bi bismuth Y yttrium
Bi bismuth Yb ytterbium
Bi bismuth Zn zinc
Bi bismuth Zr zirconium
Bk berkelium Ac actinium
Bk berkelium Ag silver
Bk berkelium Al aluminium
Bk berkelium Am americium
Bk berkelium Ar argon
Bk berkelium As arsenic
Bk berkelium At astatine
Bk berkelium Au gold
Bk berkelium B boron
Bk berkelium Ba barium
Bk berkelium Be beryllium
Bk berkelium Bh bohrium
Bk berkelium Bi bismuth
Bk berkelium Br bromine
Bk berkelium C carbon
Bk berkelium Ca calcium
Bk berkelium Cd cadmium
Bk berkelium Ce cerium
Bk berkelium Cf californium
Bk berkelium Cl chlorine
Bk berkelium Cm curium
Bk berkelium Cn copernicium
Bk berkelium Co cobalt
Bk berkelium Cr chromium
Bk berkelium Cs cesium
Bk berkelium Cu copper
Bk berkelium Db dubnium
Bk berkelium Ds darmstadtium
Bk berkelium Dy dysprosium
Bk berkelium Er erbium
Bk berkelium Es einsteinium
Bk berkelium Eu europium
Bk berkelium F fluorine
Bk berkelium Fe iron
Bk berkelium Fl flerovium
Bk berkelium Fm fermium
Bk berkelium Fr francium
Bk berkelium Ga gallium
Bk berkelium Gd gadolinium
Bk berkelium Ge germanium
Bk berkelium H hydrogen
Bk berkelium He helium
Bk berkelium Hf hafnium
Bk berkelium Hg mercury
Bk berkelium Ho holmium
Bk berkelium Hs hassium
Bk berkelium I iodine
Bk berkelium In indium
Bk berkelium Ir iridium
Bk berkelium K potassium
Bk berkelium Kr krypton
Bk berkelium La lanthanum
Bk berkelium Li lithium
Bk berkelium Lr lawrencium
Bk berkelium Lu lutetium
Bk berkelium Lv livermorium
Bk berkelium Mc moscovium
Bk berkelium Md mendelevium
Bk berkelium Mg magnesium
Bk berkelium Mn manganese
Bk berkelium Mo molybdenum
Bk berkelium Mt meitnerium
Bk berkelium N nitrogen
Bk berkelium Na sodium
Bk berkelium Nb niobium
Bk berkelium Nd neodymium
Bk berkelium Ne neon
Bk berkelium Nh nihonium
Bk berkelium Ni nickel
Bk berkelium No nobelium
Bk berkelium Np neptunium
Bk berkelium O oxygen
Bk berkelium Og oganesson
Bk berkelium Os osmium
Bk berkelium P phosphorus
Bk berkelium Pa protactinium
Bk berkelium Pb lead
Bk berkelium Pd palladium
Bk berkelium Pm promethium
Bk berkelium Po polonium
Bk berkelium Pr praseodymium
Bk berkelium Pt platinum
Bk berkelium Pu plutonium
Bk berkelium Ra radium
Bk berkelium Rb rubidium
Bk berkelium Re rhenium
Bk berkelium Rf rutherfordium
Bk berkelium Rg roentgenium
Bk berkelium Rh rhodium
Bk berkelium Rn radon
Bk berkelium Ru ruthenium
Bk berkelium S sulfur
Bk berkelium Sb antimony
Bk berkelium Sc scandium
Bk berkelium Se selenium
Bk berkelium Sg seaborgium
Bk berkelium Si silicon
Bk berkelium Sm samarium
Bk berkelium Sn tin
Bk berkelium Sr strontium
Bk berkelium Ta tantalum
Bk berkelium Tb terbium
Bk berkelium Tc technetium
Bk berkelium Te tellurium
Bk berkelium Th thorium
Bk berkelium Ti titanium
Bk berkelium Tl thallium
Bk berkelium Tm thulium
Bk berkelium Ts tennessine
Bk berkelium U uranium
Bk berkelium Uue ununennium
Bk berkelium V vanadium
Bk berkelium W tungsten
Bk berkelium Xe xenon
Bk berkelium Y yttrium
Bk berkelium Yb ytterbium
Bk berkelium Zn zinc
Bk berkelium Zr zirconium
Br bromine Ac actinium
Br bromine Ag silver
Br bromine Al aluminium
Br bromine Am americium
Br bromine Ar argon
Br bromine As arsenic
Br bromine At astatine
Br bromine Au gold
Br bromine B boron
Br bromine Ba barium
Br bromine Be beryllium
Br bromine Bh bohrium
Br bromine Bi bismuth
Br bromine Bk berkelium
Br bromine C carbon
Br bromine Ca calcium
Br bromine Cd cadmium
Br bromine Ce cerium
Br bromine Cf californium
Br bromine Cl chlorine
Br bromine Cm curium
Br bromine Cn copernicium
Br bromine Co cobalt
Br bromine Cr chromium
Br bromine Cs cesium
Br bromine Cu copper
Br bromine Db dubnium
Br bromine Ds darmstadtium
Br bromine Dy dysprosium
Br bromine Er erbium
Br bromine Es einsteinium
Br bromine Eu europium
Br bromine F fluorine
Br bromine Fe iron
Br bromine Fl flerovium
Br bromine Fm fermium
Br bromine Fr francium
Br bromine Ga gallium
Br bromine Gd gadolinium
Br bromine Ge germanium
Br bromine H hydrogen
Br bromine He helium
Br bromine Hf hafnium
Br bromine Hg mercury
Br bromine Ho holmium
Br bromine Hs hassium
Br bromine I iodine
Br bromine In indium
Br bromine Ir iridium
Br bromine K potassium
Br bromine Kr krypton
Br bromine La lanthanum
Br bromine Li lithium
Br bromine Lr lawrencium
Br bromine Lu lutetium
Br bromine Lv livermorium
Br bromine Mc moscovium
Br bromine Md mendelevium
Br bromine Mg magnesium
Br bromine Mn manganese
Br bromine Mo molybdenum
Br bromine Mt meitnerium
Br bromine N nitrogen
Br bromine Na sodium
Br bromine Nb niobium
Br bromine Nd neodymium
Br bromine Ne neon
Br bromine Nh nihonium
Br bromine Ni nickel
Br bromine No nobelium
Br bromine Np neptunium
Br bromine O oxygen
Br bromine Og oganesson
Br bromine Os osmium
Br bromine P phosphorus
Br bromine Pa protactinium
Br bromine Pb lead
Br bromine Pd palladium
Br bromine Pm promethium
Br bromine Po polonium
Br bromine Pr praseodymium
Br bromine Pt platinum
Br bromine Pu plutonium
Br bromine Ra radium
Br bromine Rb rubidium
Br bromine Re rhenium
Br bromine Rf rutherfordium
Br bromine Rg roentgenium
Br bromine Rh rhodium
Br bromine Rn radon
Br bromine Ru ruthenium
Br bromine S sulfur
Br bromine Sb antimony
Br bromine Sc scandium
Br bromine Se selenium
Br bromine Sg seaborgium
Br bromine Si silicon
Br bromine Sm samarium
Br bromine Sn tin
Br bromine Sr strontium
Br bromine Ta tantalum
Br bromine Tb terbium
Br bromine Tc technetium
Br bromine Te tellurium
Br bromine Th thorium
Br bromine Ti titanium
Br bromine Tl thallium
Br bromine Tm thulium
Br bromine Ts tennessine
Br bromine U uranium
Br bromine Uue ununennium
Br bromine V vanadium
Br bromine W tungsten
Br bromine Xe xenon
Br bromine Y yttrium
Br bromine Yb ytterbium
Br bromine Zn zinc
Br bromine Zr zirconium
C carbon Ac actinium
C carbon Ag silver
C carbon Al aluminium
C carbon Am americium
C carbon Ar argon
C carbon As arsenic
C carbon At astatine
C carbon Au gold
C carbon B boron
C carbon Ba barium
C carbon Be beryllium
C carbon Bh bohrium
C carbon Bi bismuth
C carbon Bk berkelium
C carbon Br bromine
C carbon Ca calcium
C carbon Cd cadmium
C carbon Ce cerium
C carbon Cf californium
C carbon Cl chlorine
C carbon Cm curium
C carbon Cn copernicium
C carbon Co cobalt
C carbon Cr chromium
C carbon Cs cesium
C carbon Cu copper
C carbon Db dubnium
C carbon Ds darmstadtium
C carbon Dy dysprosium
C carbon Er erbium
C carbon Es einsteinium
C carbon Eu europium
C carbon F fluorine
C carbon Fe iron
C carbon Fl flerovium
C carbon Fm fermium
C carbon Fr francium
C carbon Ga gallium
C carbon Gd gadolinium
C carbon Ge germanium
C carbon H hydrogen
C carbon He helium
C carbon Hf hafnium
C carbon Hg mercury
C carbon Ho holmium
C carbon Hs hassium
C carbon I iodine
C carbon In indium
C carbon Ir iridium
C carbon K potassium
C carbon Kr krypton
C carbon La lanthanum
C carbon Li lithium
C carbon Lr lawrencium
C carbon Lu lutetium
C carbon Lv livermorium
C carbon Mc moscovium
C carbon Md mendelevium
C carbon Mg magnesium
C carbon Mn manganese
C carbon Mo molybdenum
C carbon Mt meitnerium
C carbon N nitrogen
C carbon Na sodium
C carbon Nb niobium
C carbon Nd neodymium
C carbon Ne neon
C carbon Nh nihonium
C carbon Ni nickel
C carbon No nobelium
C carbon Np neptunium
C carbon O oxygen
C carbon Og oganesson
C carbon Os osmium
C carbon P phosphorus
C carbon Pa protactinium
C carbon Pb lead
C carbon Pd palladium
C carbon Pm promethium
C carbon Po polonium
C carbon Pr praseodymium
C carbon Pt platinum
C carbon Pu plutonium
C carbon Ra radium
C carbon Rb rubidium
C carbon Re rhenium
C carbon Rf rutherfordium
C carbon Rg roentgenium
C carbon Rh rhodium
C carbon Rn radon
C carbon Ru ruthenium
C carbon S sulfur
C carbon Sb antimony
C carbon Sc scandium
C carbon Se selenium
C carbon Sg seaborgium
C carbon Si silicon
C carbon Sm samarium
C carbon Sn tin
C carbon Sr strontium
C carbon Ta tantalum
C carbon Tb terbium
C carbon Tc technetium
C carbon Te tellurium
C carbon Th thorium
C carbon Ti titanium
C carbon Tl thallium
C carbon Tm thulium
C carbon Ts tennessine
C carbon U uranium
C carbon Uue ununennium
C carbon V vanadium
C carbon W tungsten
C carbon Xe xenon
C carbon Y yttrium
C carbon Yb ytterbium
C carbon Zn zinc
C carbon Zr zirconium
Ca calcium Ac actinium
Ca calcium Ag silver
Ca calcium Al aluminium
Ca calcium Am americium
Ca calcium Ar argon
Ca calcium As arsenic
Ca calcium At astatine
Ca calcium Au gold
Ca calcium B boron
Ca calcium Ba barium
Ca calcium Be beryllium
Ca calcium Bh bohrium
Ca calcium Bi bismuth
Ca calcium Bk berkelium
Ca calcium Br bromine
Ca calcium C carbon
Ca calcium Cd cadmium
Ca calcium Ce cerium
Ca calcium Cf californium
Ca calcium Cl chlorine
Ca calcium Cm curium
Ca calcium Cn copernicium
Ca calcium Co cobalt
Ca calcium Cr chromium
Ca calcium Cs cesium
Ca calcium Cu copper
Ca calcium Db dubnium
Ca calcium Ds darmstadtium
Ca calcium Dy dysprosium
Ca calcium Er erbium
Ca calcium Es einsteinium
Ca calcium Eu europium
Ca calcium F fluorine
Ca calcium Fe iron
Ca calcium Fl flerovium
Ca calcium Fm fermium
Ca calcium Fr francium
Ca calcium Ga gallium
Ca calcium Gd gadolinium
Ca calcium Ge germanium
Ca calcium H hydrogen
Ca calcium He helium
Ca calcium Hf hafnium
Ca calcium Hg mercury
Ca calcium Ho holmium
Ca calcium Hs hassium
Ca calcium I iodine
Ca calcium In indium
Ca calcium Ir iridium
Ca calcium K potassium
Ca calcium Kr krypton
Ca calcium La lanthanum
Ca calcium Li lithium
Ca calcium Lr lawrencium
Ca calcium Lu lutetium
Ca calcium Lv livermorium
Ca calcium Mc moscovium
Ca calcium Md mendelevium
Ca calcium Mg magnesium
Ca calcium Mn manganese
Ca calcium Mo molybdenum
Ca calcium Mt meitnerium
Ca calcium N nitrogen
Ca calcium Na sodium
Ca calcium Nb niobium
Ca calcium Nd neodymium
Ca calcium Ne neon
Ca calcium Nh nihonium
Ca calcium Ni nickel
Ca calcium No nobelium
Ca calcium Np neptunium
Ca calcium O oxygen
Ca calcium Og oganesson
Ca calcium Os osmium
Ca calcium P phosphorus
Ca calcium Pa protactinium
Ca calcium Pb lead
Ca calcium Pd palladium
Ca calcium Pm promethium
Ca calcium Po polonium
Ca calcium Pr praseodymium
Ca calcium Pt platinum
Ca calcium Pu plutonium
Ca calcium Ra radium
Ca calcium Rb rubidium
Ca calcium Re rhenium
Ca calcium Rf rutherfordium
Ca calcium Rg roentgenium
Ca calcium Rh rhodium
Ca calcium Rn radon
Ca calcium Ru ruthenium
Ca calcium S sulfur
Ca calcium Sb antimony
Ca calcium Sc scandium
Ca calcium Se selenium
Ca calcium Sg seaborgium
Ca calcium Si silicon
Ca calcium Sm samarium
Ca calcium Sn tin
Ca calcium Sr strontium
Ca calcium Ta tantalum
